delivery_risk,delivery_status,late_delivery_risk,customer_segment,department_name,order_item_profit_ratio,order_item_quantity,order_status,shipping_mode,order_year,order_month,order_day,order_hour,order_minute,order_weekend,ship_year,ship_month,ship_day,ship_hour,ship_minute,ship_weekend
1,Late delivery,1,Consumer,Fan Shop,0.349999994,1,PENDING,Standard Class,2017,4,28,5,49,0,2017,5,3,5,49,0
4,Late delivery,1,Corporate,Apparel,0.400000006,2,PENDING_PAYMENT,Second Class,2016,6,24,16,24,0,2016,6,30,16,24,0
-1,Advance shipping,0,Corporate,Golf,0.239999995,1,COMPLETE,Standard Class,2015,9,10,22,4,0,2015,9,13,22,4,1
2,Shipping canceled,0,Consumer,Golf,0.340000004,4,CANCELED,Standard Class,2016,10,15,0,18,1,2016,10,21,0,18,0
-1,Advance shipping,0,Consumer,Golf,0.379999995,1,ON_HOLD,Standard Class,2016,12,14,13,11,0,2016,12,17,13,11,1
1,Late delivery,1,Home Office,Fan Shop,-0.200000003,1,PENDING_PAYMENT,Standard Class,2016,6,29,18,40,0,2016,7,4,18,40,0
1,Late delivery,1,Corporate,Fan Shop,0.25,1,PENDING,First Class,2017,1,2,17,53,0,2017,1,4,17,53,0
1,Late delivery,1,Consumer,Golf,-0.189999998,5,COMPLETE,Standard Class,2017,4,19,11,36,0,2017,4,24,11,36,0
2,Late delivery,1,Corporate,Outdoors,0.449999988,5,PENDING_PAYMENT,Standard Class,2015,8,7,7,3,0,2015,8,13,7,3,0
0,Shipping canceled,0,Consumer,Golf,0.090000004,2,SUSPECTED_FRAUD,Standard Class,2016,5,12,19,26,0,2016,5,16,19,26,0
0,Shipping on time,0,Consumer,Outdoors,0.310000002,1,COMPLETE,Standard Class,2017,11,17,13,46,0,2017,11,21,13,46,0
-2,Advance shipping,0,Home Office,Footwear,0.340000004,4,PENDING,Standard Class,2016,9,9,6,19,0,2016,9,11,6,19,1
1,Late delivery,1,Consumer,Apparel,0.340000004,5,PENDING_PAYMENT,Second Class,2016,5,5,17,10,0,2016,5,8,17,10,1
2,Shipping canceled,0,Corporate,Fan Shop,0.289999992,1,CANCELED,Standard Class,2015,12,8,22,28,0,2015,12,14,22,28,0
1,Late delivery,1,Consumer,Golf,-0.050000001,3,COMPLETE,Standard Class,2015,4,17,21,34,0,2015,4,22,21,34,0
1,Late delivery,1,Consumer,Fan Shop,0.469999999,1,COMPLETE,Standard Class,2015,6,15,13,57,0,2015,6,20,13,57,1
1,Late delivery,1,Corporate,Fan Shop,0.49000001,1,PENDING_PAYMENT,First Class,2017,2,12,4,20,1,2017,2,14,4,20,0
1,Late delivery,1,Consumer,Golf,0.159999996,3,PAYMENT_REVIEW,First Class,2015,8,22,18,25,1,2015,8,24,18,25,0
2,Late delivery,1,Home Office,Golf,0.449999988,5,ON_HOLD,Standard Class,2017,6,22,3,27,0,2017,6,28,3,27,0
1,Late delivery,1,Consumer,Fan Shop,0.289999992,3,PENDING_PAYMENT,First Class,2016,3,23,18,49,0,2016,3,25,18,49,0
-2,Advance shipping,0,Consumer,Fan Shop,0.100000001,1,PENDING_PAYMENT,Standard Class,2015,12,13,18,26,1,2015,12,15,18,26,0
0,Shipping on time,0,Corporate,Fan Shop,0.360000014,5,PROCESSING,Second Class,2015,1,13,4,32,0,2015,1,15,4,32,0
1,Late delivery,1,Consumer,Golf,0.460000008,1,PENDING_PAYMENT,First Class,2017,6,8,6,38,0,2017,6,10,6,38,1
-1,Advance shipping,0,Home Office,Apparel,0.25,1,CLOSED,Standard Class,2017,10,21,4,31,1,2017,10,24,4,31,0
0,Shipping on time,0,Corporate,Apparel,0.289999992,1,PROCESSING,Standard Class,2017,4,17,3,12,0,2017,4,21,3,12,0
0,Shipping on time,0,Consumer,Fan Shop,0.100000001,1,PENDING,Same Day,2015,6,2,1,11,0,2015,6,2,13,11,0
2,Late delivery,1,Consumer,Outdoors,0.439999998,5,PENDING_PAYMENT,Second Class,2016,12,6,9,20,0,2016,12,10,9,20,1
0,Shipping on time,0,Consumer,Apparel,-0.850000024,1,PENDING,Standard Class,2015,6,8,15,11,0,2015,6,12,15,11,0
-2,Advance shipping,0,Consumer,Golf,-0.680000007,3,COMPLETE,Standard Class,2015,4,5,8,58,1,2015,4,7,8,58,0
1,Late delivery,1,Home Office,Golf,0.100000001,2,PROCESSING,First Class,2015,5,27,8,33,0,2015,5,29,8,33,0
2,Late delivery,1,Home Office,Fan Shop,0.379999995,1,COMPLETE,Standard Class,2015,1,2,14,11,0,2015,1,8,14,11,0
1,Late delivery,1,Consumer,Footwear,0.079999998,3,COMPLETE,First Class,2016,8,12,3,33,0,2016,8,14,3,33,1
-2,Advance shipping,0,Consumer,Outdoors,0.079999998,1,COMPLETE,Standard Class,2016,10,8,19,46,1,2016,10,10,19,46,0
1,Late delivery,1,Consumer,Discs Shop,-0.829999983,1,COMPLETE,Standard Class,2017,12,20,8,38,0,2017,12,25,8,38,0
-1,Advance shipping,0,Home Office,Outdoors,0.129999995,2,COMPLETE,Standard Class,2015,3,5,17,36,0,2015,3,8,17,36,1
0,Shipping on time,0,Corporate,Footwear,0.300000012,4,CLOSED,Standard Class,2016,7,18,14,16,0,2016,7,22,14,16,0
0,Shipping on time,0,Consumer,Apparel,0.5,3,PENDING_PAYMENT,Standard Class,2016,4,7,4,36,0,2016,4,11,4,36,0
0,Shipping canceled,0,Consumer,Apparel,-0.239999995,1,CANCELED,Same Day,2017,9,6,11,4,0,2017,9,6,23,4,0
-2,Advance shipping,0,Consumer,Apparel,-0.189999998,4,PENDING_PAYMENT,Standard Class,2017,1,24,4,33,0,2017,1,26,4,33,0
1,Late delivery,1,Consumer,Golf,0.469999999,5,PENDING_PAYMENT,Standard Class,2017,3,16,21,49,0,2017,3,21,21,49,0
-2,Advance shipping,0,Corporate,Apparel,0.059999999,1,COMPLETE,Standard Class,2015,3,25,18,58,0,2015,3,27,18,58,0
1,Late delivery,1,Home Office,Golf,0.330000013,2,PROCESSING,First Class,2015,5,26,23,5,0,2015,5,28,23,5,0
-1,Advance shipping,0,Corporate,Fan Shop,0.230000004,1,PENDING_PAYMENT,Standard Class,2016,4,23,3,53,1,2016,4,26,3,53,0
1,Late delivery,1,Home Office,Apparel,0.330000013,2,COMPLETE,Standard Class,2015,2,28,5,10,1,2015,3,5,5,10,0
-2,Advance shipping,0,Corporate,Golf,0.449999988,1,COMPLETE,Standard Class,2016,8,31,19,7,0,2016,9,2,19,7,0
0,Shipping on time,0,Consumer,Apparel,0.129999995,1,PENDING,Same Day,2016,10,3,1,43,0,2016,10,3,13,43,0
2,Late delivery,1,Consumer,Apparel,0.340000004,1,COMPLETE,Standard Class,2015,12,15,15,37,0,2015,12,21,15,37,0
2,Late delivery,1,Corporate,Fan Shop,0.360000014,3,CLOSED,Standard Class,2017,4,3,19,20,0,2017,4,9,19,20,1
-1,Advance shipping,0,Home Office,Fan Shop,-0.769999981,1,PENDING,Standard Class,2017,3,14,14,49,0,2017,3,17,14,49,0
2,Late delivery,1,Corporate,Fan Shop,0.25999999,1,PROCESSING,Standard Class,2015,2,22,2,22,1,2015,2,28,2,22,1
-1,Advance shipping,0,Consumer,Outdoors,0.310000002,4,PROCESSING,Standard Class,2015,12,24,22,47,0,2015,12,27,22,47,1
-1,Shipping canceled,0,Consumer,Apparel,0.090000004,3,SUSPECTED_FRAUD,Standard Class,2017,2,19,8,1,1,2017,2,22,8,1,0
3,Late delivery,1,Corporate,Fan Shop,-0.699999988,1,PENDING_PAYMENT,Second Class,2017,3,25,9,1,1,2017,3,30,9,1,0
0,Shipping on time,0,Consumer,Fan Shop,0.340000004,1,PROCESSING,Standard Class,2015,6,4,11,20,0,2015,6,8,11,20,0
1,Late delivery,1,Corporate,Apparel,-1.549999952,3,COMPLETE,Standard Class,2015,5,18,16,48,0,2015,5,23,16,48,1
1,Late delivery,1,Consumer,Fan Shop,0.469999999,2,COMPLETE,Same Day,2015,10,22,14,18,0,2015,10,23,2,18,0
0,Shipping on time,0,Consumer,Fan Shop,0.050000001,1,PENDING_PAYMENT,Standard Class,2017,5,9,21,44,0,2017,5,13,21,44,1
0,Shipping on time,0,Consumer,Apparel,0.140000001,1,CLOSED,Same Day,2015,10,14,3,48,0,2015,10,14,15,48,0
1,Late delivery,1,Consumer,Apparel,0.310000002,1,CLOSED,First Class,2017,9,15,8,46,0,2017,9,17,8,46,1
-1,Advance shipping,0,Home Office,Fan Shop,0.479999989,1,COMPLETE,Standard Class,2016,10,18,23,36,0,2016,10,21,23,36,0
1,Late delivery,1,Corporate,Fan Shop,0.310000002,1,PENDING_PAYMENT,First Class,2017,7,30,14,16,1,2017,8,1,14,16,0
1,Late delivery,1,Consumer,Golf,0.340000004,3,PROCESSING,First Class,2016,8,27,1,57,1,2016,8,29,1,57,0
2,Late delivery,1,Home Office,Fan Shop,0.25999999,1,COMPLETE,Second Class,2016,1,16,17,41,1,2016,1,20,17,41,0
-1,Advance shipping,0,Consumer,Discs Shop,-0.239999995,1,PENDING,Standard Class,2017,12,10,7,57,1,2017,12,13,7,57,0
2,Late delivery,1,Corporate,Apparel,0.479999989,1,ON_HOLD,Second Class,2017,10,7,4,32,1,2017,10,11,4,32,0
0,Shipping on time,0,Corporate,Apparel,0.330000013,3,PENDING_PAYMENT,Standard Class,2015,10,31,19,22,1,2015,11,4,19,22,0
1,Late delivery,1,Consumer,Golf,0.5,2,COMPLETE,First Class,2015,10,14,1,42,0,2015,10,16,1,42,0
4,Late delivery,1,Corporate,Footwear,0.059999999,1,COMPLETE,Second Class,2015,11,1,6,34,1,2015,11,7,6,34,1
0,Shipping on time,0,Consumer,Golf,0.140000001,1,PENDING_PAYMENT,Standard Class,2017,2,21,12,55,0,2017,2,25,12,55,1
1,Late delivery,1,Corporate,Golf,0.330000013,4,PROCESSING,Standard Class,2016,9,15,14,1,0,2016,9,20,14,1,0
1,Late delivery,1,Corporate,Golf,0.479999989,2,PAYMENT_REVIEW,Standard Class,2017,3,3,16,45,0,2017,3,8,16,45,0
0,Shipping on time,0,Consumer,Fan Shop,-0.829999983,1,PENDING_PAYMENT,Second Class,2017,7,10,11,29,0,2017,7,12,11,29,0
0,Shipping on time,0,Consumer,Fan Shop,0.349999994,1,COMPLETE,Standard Class,2016,7,10,11,50,1,2016,7,14,11,50,0
0,Shipping on time,0,Home Office,Outdoors,0.340000004,4,PROCESSING,Standard Class,2015,3,7,4,59,1,2015,3,11,4,59,0
0,Shipping on time,0,Corporate,Fan Shop,0.349999994,1,CLOSED,Standard Class,2015,11,21,16,21,1,2015,11,25,16,21,0
-2,Advance shipping,0,Corporate,Footwear,0.469999999,3,CLOSED,Standard Class,2016,5,7,2,6,1,2016,5,9,2,6,0
2,Late delivery,1,Consumer,Fan Shop,0.379999995,1,COMPLETE,Standard Class,2016,7,1,4,18,0,2016,7,7,4,18,0
2,Late delivery,1,Consumer,Golf,-0.400000006,4,PROCESSING,Standard Class,2017,1,12,1,24,0,2017,1,18,1,24,0
1,Late delivery,1,Consumer,Apparel,0.379999995,1,PENDING_PAYMENT,First Class,2016,6,6,17,29,0,2016,6,8,17,29,0
1,Late delivery,1,Home Office,Apparel,-1.649999976,1,PENDING_PAYMENT,First Class,2015,12,30,19,38,0,2016,1,1,19,38,0
1,Late delivery,1,Consumer,Fan Shop,0.059999999,1,PROCESSING,First Class,2016,7,9,18,40,1,2016,7,11,18,40,0
-1,Advance shipping,0,Consumer,Golf,-0.230000004,4,PENDING_PAYMENT,Standard Class,2017,3,26,3,35,1,2017,3,29,3,35,0
1,Late delivery,1,Consumer,Fan Shop,0.289999992,2,PENDING_PAYMENT,Same Day,2017,9,3,18,15,1,2017,9,4,6,15,0
2,Late delivery,1,Consumer,Golf,0.310000002,5,PROCESSING,Second Class,2017,5,25,21,22,0,2017,5,29,21,22,0
1,Late delivery,1,Consumer,Fan Shop,0.109999999,1,PROCESSING,First Class,2015,6,19,1,20,0,2015,6,21,1,20,1
2,Late delivery,1,Corporate,Apparel,0.059999999,1,PROCESSING,Standard Class,2015,10,6,20,58,0,2015,10,12,20,58,0
4,Late delivery,1,Consumer,Fan Shop,0.280000001,1,PROCESSING,Second Class,2017,7,7,9,34,0,2017,7,13,9,34,0
2,Late delivery,1,Consumer,Golf,0.360000014,4,COMPLETE,Standard Class,2015,8,28,21,33,0,2015,9,3,21,33,0
0,Shipping on time,0,Consumer,Fan Shop,0.129999995,1,COMPLETE,Standard Class,2016,9,3,12,38,1,2016,9,7,12,38,0
0,Shipping on time,0,Corporate,Apparel,-0.25,1,PROCESSING,Standard Class,2015,6,5,3,6,0,2015,6,9,3,6,0
1,Late delivery,1,Consumer,Fan Shop,0.300000012,1,COMPLETE,Standard Class,2017,3,17,1,19,0,2017,3,22,1,19,0
1,Late delivery,1,Consumer,Outdoors,0.379999995,1,ON_HOLD,Standard Class,2017,11,13,6,46,0,2017,11,18,6,46,1
1,Late delivery,1,Consumer,Fitness,0.25999999,4,COMPLETE,First Class,2015,5,24,10,29,1,2015,5,26,10,29,0
2,Late delivery,1,Consumer,Fan Shop,0.419999987,2,COMPLETE,Standard Class,2016,2,3,1,32,0,2016,2,9,1,32,0
1,Late delivery,1,Consumer,Footwear,0.360000014,2,CLOSED,First Class,2015,3,22,11,26,1,2015,3,24,11,26,0
2,Late delivery,1,Consumer,Fan Shop,0.409999996,1,PROCESSING,Standard Class,2015,1,22,8,54,0,2015,1,28,8,54,0
0,Shipping on time,0,Consumer,Apparel,0.180000007,3,ON_HOLD,Standard Class,2017,1,17,13,50,0,2017,1,21,13,50,1
1,Late delivery,1,Consumer,Apparel,-0.02,1,COMPLETE,Standard Class,2016,11,30,18,49,0,2016,12,5,18,49,0
-2,Advance shipping,0,Consumer,Apparel,-0.980000019,1,COMPLETE,Standard Class,2017,10,25,22,2,0,2017,10,27,22,2,0
1,Late delivery,1,Consumer,Apparel,0.469999999,1,PENDING_PAYMENT,First Class,2016,3,9,19,32,0,2016,3,11,19,32,0
1,Late delivery,1,Home Office,Golf,0.460000008,5,COMPLETE,First Class,2016,6,17,23,36,0,2016,6,19,23,36,1
1,Shipping canceled,0,Consumer,Footwear,0.109999999,2,CANCELED,Standard Class,2017,7,27,5,41,0,2017,8,1,5,41,0
1,Late delivery,1,Corporate,Fan Shop,0.119999997,1,COMPLETE,First Class,2015,7,10,15,29,0,2015,7,12,15,29,1
0,Shipping on time,0,Consumer,Apparel,0.280000001,1,COMPLETE,Second Class,2016,12,17,3,54,1,2016,12,19,3,54,0
0,Shipping on time,0,Consumer,Fan Shop,0.349999994,1,COMPLETE,Second Class,2017,7,31,13,44,0,2017,8,2,13,44,0
-2,Advance shipping,0,Consumer,Outdoors,-0.140000001,3,COMPLETE,Standard Class,2016,3,4,12,21,0,2016,3,6,12,21,1
1,Late delivery,1,Consumer,Apparel,0.039999999,1,PENDING_PAYMENT,Standard Class,2017,3,7,11,50,0,2017,3,12,11,50,1
-1,Advance shipping,0,Corporate,Golf,0.289999992,3,PENDING_PAYMENT,Standard Class,2015,2,9,6,46,0,2015,2,12,6,46,0
1,Late delivery,1,Consumer,Footwear,-0.699999988,5,COMPLETE,Standard Class,2017,9,2,0,33,1,2017,9,7,0,33,0
-2,Advance shipping,0,Corporate,Fan Shop,0.449999988,1,COMPLETE,Standard Class,2015,8,9,6,41,1,2015,8,11,6,41,0
3,Shipping canceled,0,Consumer,Fan Shop,0.02,1,SUSPECTED_FRAUD,Second Class,2017,5,20,17,21,1,2017,5,25,17,21,0
2,Late delivery,1,Consumer,Fan Shop,0.159999996,2,PENDING_PAYMENT,Standard Class,2016,5,7,14,1,1,2016,5,13,14,1,0
3,Late delivery,1,Corporate,Apparel,0.300000012,1,CLOSED,Second Class,2015,11,10,23,12,0,2015,11,15,23,12,1
0,Shipping on time,0,Consumer,Fan Shop,0.349999994,1,PENDING_PAYMENT,Standard Class,2017,4,10,20,33,0,2017,4,14,20,33,0
1,Late delivery,1,Consumer,Fan Shop,-0.239999995,1,COMPLETE,First Class,2015,1,4,6,28,1,2015,1,6,6,28,0
3,Late delivery,1,Consumer,Apparel,0.289999992,4,COMPLETE,Second Class,2015,10,14,5,33,0,2015,10,19,5,33,0
0,Shipping on time,0,Consumer,Golf,-0.600000024,3,CLOSED,Standard Class,2017,2,5,15,2,1,2017,2,9,15,2,0
1,Late delivery,1,Home Office,Fan Shop,0.300000012,1,PROCESSING,First Class,2017,5,9,4,13,0,2017,5,11,4,13,0
1,Late delivery,1,Corporate,Golf,0.150000006,3,COMPLETE,First Class,2016,10,17,13,37,0,2016,10,19,13,37,0
1,Late delivery,1,Consumer,Fan Shop,0.469999999,1,COMPLETE,First Class,2015,5,4,6,18,0,2015,5,6,6,18,0
0,Shipping on time,0,Corporate,Fan Shop,0.49000001,2,CLOSED,Standard Class,2017,4,26,7,55,0,2017,4,30,7,55,1
1,Late delivery,1,Consumer,Fan Shop,0.270000011,1,COMPLETE,Standard Class,2015,9,16,20,39,0,2015,9,21,20,39,0
1,Late delivery,1,Home Office,Golf,0.230000004,5,CLOSED,Standard Class,2015,3,21,12,40,1,2015,3,26,12,40,0
1,Late delivery,1,Home Office,Fitness,-0.25,3,PENDING,Second Class,2015,9,22,9,5,0,2015,9,25,9,5,0
-2,Shipping canceled,0,Consumer,Fan Shop,0.330000013,1,SUSPECTED_FRAUD,Standard Class,2015,11,5,10,46,0,2015,11,7,10,46,1
-1,Advance shipping,0,Home Office,Apparel,-1.649999976,4,COMPLETE,Standard Class,2017,3,14,16,34,0,2017,3,17,16,34,0
4,Late delivery,1,Consumer,Fan Shop,0.479999989,4,PROCESSING,Second Class,2016,3,3,14,59,0,2016,3,9,14,59,0
1,Late delivery,1,Consumer,Discs Shop,0.349999994,1,COMPLETE,First Class,2017,10,10,3,39,0,2017,10,12,3,39,0
0,Shipping on time,0,Consumer,Fan Shop,0.360000014,2,PENDING,Standard Class,2017,6,16,18,53,0,2017,6,20,18,53,0
1,Late delivery,1,Consumer,Fan Shop,0.029999999,1,ON_HOLD,Standard Class,2016,10,13,0,39,0,2016,10,18,0,39,0
1,Late delivery,1,Corporate,Golf,0.090000004,4,COMPLETE,Second Class,2016,3,30,15,49,0,2016,4,2,15,49,1
2,Late delivery,1,Consumer,Golf,-0.029999999,5,PROCESSING,Standard Class,2015,7,1,17,26,0,2015,7,7,17,26,0
2,Late delivery,1,Consumer,Apparel,-0.800000012,1,PENDING_PAYMENT,Standard Class,2017,12,28,18,26,0,2018,1,3,18,26,0
-2,Advance shipping,0,Consumer,Fan Shop,0.109999999,5,PENDING,Standard Class,2017,6,25,7,8,1,2017,6,27,7,8,0
1,Late delivery,1,Home Office,Footwear,0.270000011,4,PENDING_PAYMENT,Same Day,2016,6,8,16,47,0,2016,6,9,4,47,0
2,Late delivery,1,Home Office,Apparel,-0.189999998,3,CLOSED,Standard Class,2017,4,1,7,47,1,2017,4,7,7,47,0
1,Late delivery,1,Consumer,Golf,0.100000001,5,PENDING_PAYMENT,First Class,2017,7,15,20,25,1,2017,7,17,20,25,0
-1,Advance shipping,0,Corporate,Fan Shop,0.270000011,3,PROCESSING,Standard Class,2016,6,1,19,4,0,2016,6,4,19,4,1
4,Late delivery,1,Consumer,Apparel,0.330000013,4,CLOSED,Second Class,2017,1,6,12,17,0,2017,1,12,12,17,0
1,Late delivery,1,Corporate,Footwear,0.230000004,2,PROCESSING,Standard Class,2015,6,8,5,2,0,2015,6,13,5,2,1
2,Shipping canceled,0,Consumer,Golf,0.479999989,3,CANCELED,Second Class,2016,6,14,8,43,0,2016,6,18,8,43,1
1,Late delivery,1,Corporate,Fan Shop,-0.300000012,1,CLOSED,Standard Class,2015,9,19,18,43,1,2015,9,24,18,43,0
0,Shipping on time,0,Consumer,Fan Shop,-0.439999998,1,PENDING_PAYMENT,Standard Class,2016,11,17,23,54,0,2016,11,21,23,54,0
1,Late delivery,1,Consumer,Golf,0.25,3,PENDING_PAYMENT,First Class,2015,1,23,22,44,0,2015,1,25,22,44,1
0,Shipping on time,0,Corporate,Apparel,-0.670000017,5,PROCESSING,Second Class,2017,8,22,21,46,0,2017,8,24,21,46,0
-2,Advance shipping,0,Home Office,Apparel,0.5,1,PENDING_PAYMENT,Standard Class,2016,4,20,10,43,0,2016,4,22,10,43,0
-1,Advance shipping,0,Consumer,Apparel,0.49000001,1,COMPLETE,Standard Class,2016,7,10,23,44,1,2016,7,13,23,44,0
0,Shipping on time,0,Corporate,Technology,0.059999999,1,PENDING_PAYMENT,Second Class,2017,10,10,8,55,0,2017,10,12,8,55,0
1,Late delivery,1,Consumer,Golf,0.25999999,5,ON_HOLD,First Class,2017,2,4,11,43,1,2017,2,6,11,43,0
1,Late delivery,1,Corporate,Fan Shop,-0.200000003,5,PENDING,First Class,2017,7,20,10,26,0,2017,7,22,10,26,1
2,Late delivery,1,Consumer,Fitness,0.25999999,2,COMPLETE,Second Class,2015,12,27,0,11,1,2015,12,31,0,11,0
2,Late delivery,1,Consumer,Outdoors,0.360000014,4,PROCESSING,Standard Class,2016,6,25,16,56,1,2016,7,1,16,56,0
1,Late delivery,1,Consumer,Fan Shop,-0.050000001,1,CLOSED,Standard Class,2015,11,12,10,14,0,2015,11,17,10,14,0
2,Late delivery,1,Consumer,Golf,-1.600000024,2,COMPLETE,Standard Class,2017,7,15,3,15,1,2017,7,21,3,15,0
1,Late delivery,1,Home Office,Golf,0.270000011,2,CLOSED,Standard Class,2016,10,19,14,19,0,2016,10,24,14,19,0
1,Late delivery,1,Consumer,Golf,-0.730000019,2,CLOSED,First Class,2017,3,24,8,8,0,2017,3,26,8,8,1
1,Late delivery,1,Consumer,Apparel,0.349999994,5,COMPLETE,Standard Class,2016,6,25,0,49,1,2016,6,30,0,49,0
1,Late delivery,1,Home Office,Golf,0.079999998,5,COMPLETE,First Class,2016,3,23,17,46,0,2016,3,25,17,46,0
-1,Advance shipping,0,Consumer,Fan Shop,0.25999999,1,PENDING,Standard Class,2016,3,20,0,4,1,2016,3,23,0,4,0
2,Late delivery,1,Consumer,Apparel,0.200000003,1,PENDING,Standard Class,2016,2,24,2,2,0,2016,3,1,2,2,0
1,Late delivery,1,Home Office,Fan Shop,0.280000001,2,COMPLETE,First Class,2015,2,8,19,12,1,2015,2,10,19,12,0
2,Late delivery,1,Consumer,Apparel,-0.239999995,4,PROCESSING,Standard Class,2017,7,22,1,40,1,2017,7,28,1,40,0
0,Shipping on time,0,Consumer,Apparel,0.159999996,1,PENDING,Second Class,2016,8,2,19,41,0,2016,8,4,19,41,0
0,Shipping on time,0,Consumer,Fan Shop,-1.049999952,1,PROCESSING,Same Day,2017,1,4,6,19,0,2017,1,4,18,19,0
1,Late delivery,1,Home Office,Discs Shop,0.289999992,1,PROCESSING,Same Day,2017,12,8,13,12,0,2017,12,9,1,12,1
2,Late delivery,1,Consumer,Apparel,0.300000012,1,CLOSED,Standard Class,2016,2,23,15,31,0,2016,2,29,15,31,0
2,Late delivery,1,Corporate,Golf,0.479999989,2,ON_HOLD,Second Class,2015,3,27,18,58,0,2015,3,31,18,58,0
2,Late delivery,1,Consumer,Golf,0.360000014,4,COMPLETE,Second Class,2016,2,2,3,49,0,2016,2,6,3,49,1
1,Late delivery,1,Consumer,Footwear,0.349999994,3,PROCESSING,First Class,2016,6,7,9,57,0,2016,6,9,9,57,0
1,Late delivery,1,Corporate,Golf,0.180000007,2,COMPLETE,First Class,2016,7,29,19,41,0,2016,7,31,19,41,1
0,Shipping on time,0,Corporate,Fan Shop,0.289999992,1,COMPLETE,Second Class,2018,1,17,6,30,0,2018,1,19,6,30,0
1,Late delivery,1,Consumer,Apparel,0.49000001,1,COMPLETE,Second Class,2015,8,31,8,4,0,2015,9,3,8,4,0
4,Late delivery,1,Consumer,Golf,0.029999999,4,PENDING_PAYMENT,Second Class,2016,9,28,19,25,0,2016,10,4,19,25,0
0,Shipping on time,0,Home Office,Fan Shop,0.319999993,2,PENDING_PAYMENT,Standard Class,2017,4,20,3,1,0,2017,4,24,3,1,0
1,Late delivery,1,Consumer,Fan Shop,0.340000004,1,PROCESSING,First Class,2015,10,6,20,16,0,2015,10,8,20,16,0
2,Late delivery,1,Consumer,Footwear,0.300000012,5,COMPLETE,Standard Class,2015,1,31,8,21,1,2015,2,6,8,21,0
1,Late delivery,1,Corporate,Fitness,0.379999995,1,PENDING,Standard Class,2016,1,8,10,20,0,2016,1,13,10,20,0
1,Late delivery,1,Consumer,Fan Shop,0.379999995,1,COMPLETE,Standard Class,2017,1,20,12,15,0,2017,1,25,12,15,0
-1,Advance shipping,0,Home Office,Apparel,0.059999999,4,ON_HOLD,Standard Class,2016,4,18,18,46,0,2016,4,21,18,46,0
-2,Advance shipping,0,Consumer,Fan Shop,0.349999994,1,PENDING_PAYMENT,Standard Class,2016,7,23,12,41,1,2016,7,25,12,41,0
1,Late delivery,1,Home Office,Fan Shop,0.479999989,1,PROCESSING,First Class,2015,5,21,5,24,0,2015,5,23,5,24,1
0,Shipping on time,0,Corporate,Apparel,0.280000001,3,COMPLETE,Standard Class,2016,6,15,2,14,0,2016,6,19,2,14,1
2,Late delivery,1,Corporate,Fan Shop,0.289999992,1,PENDING_PAYMENT,Standard Class,2015,2,7,10,17,1,2015,2,13,10,17,0
0,Shipping on time,0,Consumer,Golf,0.189999998,4,COMPLETE,Standard Class,2017,6,16,17,8,0,2017,6,20,17,8,0
0,Shipping on time,0,Corporate,Apparel,0.280000001,1,ON_HOLD,Same Day,2015,6,20,6,46,1,2015,6,20,18,46,1
2,Late delivery,1,Home Office,Outdoors,0.340000004,4,PENDING_PAYMENT,Standard Class,2016,4,24,3,42,1,2016,4,30,3,42,1
3,Late delivery,1,Consumer,Technology,-0.670000017,1,PENDING_PAYMENT,Second Class,2017,10,11,15,44,0,2017,10,16,15,44,0
0,Shipping on time,0,Consumer,Golf,0.340000004,2,COMPLETE,Standard Class,2016,5,3,12,58,0,2016,5,7,12,58,1
2,Late delivery,1,Consumer,Fan Shop,0.300000012,1,PENDING,Second Class,2015,11,5,11,28,0,2015,11,9,11,28,0
1,Late delivery,1,Consumer,Fan Shop,0.300000012,1,PENDING_PAYMENT,Standard Class,2016,5,3,15,4,0,2016,5,8,15,4,1
-2,Advance shipping,0,Corporate,Apparel,0.349999994,3,COMPLETE,Standard Class,2015,10,3,0,29,1,2015,10,5,0,29,0
1,Late delivery,1,Consumer,Golf,0.109999999,2,COMPLETE,Standard Class,2015,1,14,7,51,0,2015,1,19,7,51,0
2,Late delivery,1,Corporate,Apparel,0.289999992,5,COMPLETE,Second Class,2016,4,1,1,27,0,2016,4,5,1,27,0
0,Shipping on time,0,Home Office,Golf,0.449999988,5,COMPLETE,Second Class,2015,1,28,17,39,0,2015,1,30,17,39,0
1,Late delivery,1,Home Office,Footwear,0.469999999,3,CLOSED,Standard Class,2015,1,26,14,9,0,2015,1,31,14,9,1
2,Late delivery,1,Consumer,Apparel,0.310000002,1,COMPLETE,Standard Class,2018,1,27,0,52,1,2018,2,2,0,52,0
1,Late delivery,1,Corporate,Footwear,-0.180000007,4,COMPLETE,Standard Class,2016,4,18,19,28,0,2016,4,23,19,28,1
0,Shipping on time,0,Consumer,Apparel,0.059999999,3,CLOSED,Standard Class,2015,4,22,11,34,0,2015,4,26,11,34,1
-1,Advance shipping,0,Corporate,Discs Shop,-0.730000019,1,COMPLETE,Standard Class,2018,1,21,0,11,1,2018,1,24,0,11,0
1,Late delivery,1,Consumer,Fan Shop,-0.01,1,ON_HOLD,Standard Class,2015,4,9,15,37,0,2015,4,14,15,37,0
4,Late delivery,1,Consumer,Apparel,0.129999995,1,ON_HOLD,Second Class,2015,2,15,21,29,1,2015,2,21,21,29,1
1,Late delivery,1,Consumer,Golf,-0.01,3,PROCESSING,Same Day,2017,1,27,14,31,0,2017,1,28,2,31,1
